Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AMD,INTC,NVDA,AMD,INTC,NVDA,AMD,INTC,NVDA,AMD,INTC,NVDA,AMD,INTC,NVDA,AMD,INTC,NVDA
Date,,,,,,,,,,,,,,,,,,
2022-01-03 00:00:00+00:00,150.24000549316406,49.35048294067383,30.073060989379883,150.24000549316406,53.209999084472656,30.121000289916992,151.64999389648438,53.22999954223633,30.711000442504883,145.02000427246094,51.599998474121094,29.78499984741211,145.13999938964844,51.650001525878906,29.815000534057617,59396600,33857600,391547000
2022-01-04 00:00:00+00:00,144.4199981689453,49.285560607910156,29.243383407592773,144.4199981689453,53.13999938964844,29.290000915527344,152.4199981689453,53.939998626708984,30.468000411987305,140.6999969482422,52.650001525878906,28.349000930786133,151.00999450683594,53.56999969482422,30.277000427246094,80200500,45681400,527154000
2022-01-05 00:00:00+00:00,136.14999389648438,49.96261215209961,27.56006622314453,136.14999389648438,53.869998931884766,27.604000091552734,143.75999450683594,56.16999816894531,29.416000366210938,135.2899932861328,53.83000183105469,27.533000946044922,142.82000732421875,54.189998626708984,28.948999404907227,65403200,59109300,498064000
2022-01-06 00:00:00+00:00,136.22999572753906,50.09245300292969,28.13315200805664,136.22999572753906,54.0099983215332,28.17799949645996,138.0,54.66999816894531,28.437999725341797,131.77000427246094,53.41999816894531,27.065000534057617,136.19000244140625,54.61000061035156,27.639999389648438,64802900,35757900,454186000
2022-01-07 00:00:00+00:00,132.0,49.563804626464844,27.203632354736328,132.0,53.439998626708984,27.246999740600586,137.44000244140625,54.38999938964844,28.422000885009766,131.1300048828125,53.150001525878906,27.05699920654297,136.27999877929688,54.189998626708984,28.141000747680664,58441100,30717200,409939000
2022-01-10 00:00:00+00:00,132.0,51.205421447753906,27.35638999938965,132.0,55.209999084472656,27.399999618530273,132.4199981689453,55.310001373291016,27.4689998626709,125.02999877929688,53.310001373291016,25.643999099731445,129.0800018310547,53.970001220703125,26.58099937438965,84671300,49260800,594681000
2022-01-11 00:00:00+00:00,137.30999755859375,51.854644775390625,27.77272605895996,137.30999755859375,55.90999984741211,27.816999435424805,138.99000549316406,56.08000183105469,28.065000534057617,131.58999633789062,54.72999954223633,26.839000701904297,133.4499969482422,55.5,27.322999954223633,77153900,39795200,404089000
2022-01-12 00:00:00+00:00,137.47000122070312,51.69697952270508,27.954437255859375,137.47000122070312,55.7400016784668,27.999000549316406,140.57000732421875,56.279998779296875,28.594999313354492,135.77000427246094,54.810001373291016,27.607999801635742,138.58999633789062,56.13999938964844,28.066999435424805,69669600,29136800,383413000
2022-01-13 00:00:00+00:00,132.74000549316406,50.95499801635742,26.532703399658203,132.74000549316406,54.939998626708984,26.575000762939453,141.25,56.209999084472656,28.479999542236328,131.80999755859375,54.77000045776367,26.49799919128418,139.44000244140625,56.0,28.378999710083008,76618100,29605400,540171000
2022-01-14 00:00:00+00:00,136.8800048828125,51.659873962402344,26.899118423461914,136.8800048828125,55.70000076293945,26.941999435424805,137.0,55.77000045776367,27.19700050354004,131.42999267578125,54.529998779296875,26.209999084472656,131.67999267578125,54.849998474121094,26.299999237060547,71078400,30151500,395832000
2022-01-18 00:00:00+00:00,131.92999267578125,50.788055419921875,25.861772537231445,131.92999267578125,54.7599983215332,25.902999877929688,136.38999938964844,55.650001525878906,26.63800048828125,131.58999633789062,54.68000030517578,25.770000457763672,134.5,55.310001373291016,26.260000228881836,56527400,35313800,424270000
2022-01-19 00:00:00+00:00,128.27000427246094,49.73074722290039,25.0271053314209,128.27000427246094,53.619998931884766,25.066999435424805,134.57000732421875,54.849998474121094,26.542999267578125,128.02000427246094,53.560001373291016,25.052000045776367,133.5500030517578,54.630001068115234,26.07900047302246,69831800,30595100,488315000
2022-01-20 00:00:00+00:00,121.88999938964844,48.26535415649414,24.11156463623047,121.88999938964844,52.040000915527344,24.149999618530273,128.50999450683594,54.09000015258789,25.57900047302246,121.41000366210938,51.939998626708984,24.077999114990234,126.04000091552734,53.86000061035156,25.304000854492188,91157300,28582600,435181000
2022-01-21 00:00:00+00:00,118.80999755859375,48.26535415649414,23.33679962158203,118.80999755859375,52.040000915527344,23.374000549316406,125.0199966430664,53.130001068115234,24.822999954223633,118.38999938964844,51.95000076293945,23.26300048828125,120.13999938964844,52.08000183105469,23.506999969482422,95685300,46372400,718958000
2022-01-24 00:00:00+00:00,116.52999877929688,48.172603607177734,23.33479881286621,116.52999877929688,51.939998626708984,23.371999740600586,116.7699966430664,52.130001068115234,23.3799991607666,107.5,49.880001068115234,20.88800048828125,115.4000015258789,51.47999954223633,22.329999923706055,116210100,64198400,913982000
2022-01-25 00:00:00+00:00,111.12999725341797,47.30078125,22.288467407226562,111.12999725341797,51.0,22.323999404907227,114.81999969482422,51.619998931884766,22.94300079345703,109.86000061035156,50.25,22.0,114.0999984741211,51.0099983215332,22.54599952697754,85102900,44095400,664616000
2022-01-26 00:00:00+00:00,110.70999908447266,47.94073486328125,22.73575782775879,110.70999908447266,51.689998626708984,22.77199935913086,117.16000366210938,52.720001220703125,24.05699920654297,108.62999725341797,50.75,22.299999237060547,114.55000305175781,51.130001068115234,23.239999771118164,94752600,54895400,755959000
2022-01-27 00:00:00+00:00,102.5999984741211,44.564762115478516,21.909072875976562,102.5999984741211,48.04999923706055,21.944000244140625,112.75,50.060001373291016,23.9950008392334,101.94000244140625,47.779998779296875,21.674999237060547,111.95999908447266,49.97999954223633,23.56800079345703,125954100,89642800,573353000
2022-01-28 00:00:00+00:00,105.23999786376953,44.267967224121094,22.803647994995117,105.23999786376953,47.72999954223633,22.84000015258789,105.4000015258789,48.20000076293945,22.857999801635742,99.3499984741211,46.29999923706055,21.29599952697754,101.55000305175781,47.709999084472656,22.011999130249023,98749500,61945400,543774000
2022-01-31 00:00:00+00:00,114.25,45.278907775878906,24.4470272064209,114.25,48.81999969482422,24.486000061035156,114.30999755859375,48.869998931884766,24.509000778198242,106.9000015258789,47.310001373291016,23.052000045776367,107.93000030517578,47.68000030517578,23.18199920654297,97206000,51828400,564680000
2022-02-01 00:00:00+00:00,116.77999877929688,45.39948272705078,24.598787307739258,116.77999877929688,48.95000076293945,24.63800048828125,117.26000213623047,49.029998779296875,25.145000457763672,112.7300033569336,48.36000061035156,23.889999389648438,116.75,48.779998779296875,25.104000091552734,122467900,35386100,518925000
2022-02-02 00:00:00+00:00,122.76000213623047,45.918853759765625,25.201824188232422,122.76000213623047,49.5099983215332,25.242000579833984,130.05999755859375,49.58000183105469,25.816999435424805,120.63999938964844,48.09000015258789,24.55299949645996,129.88999938964844,48.25,25.79400062561035,180065000,37962700,543419000
2022-02-03 00:00:00+00:00,120.08000183105469,44.778076171875,23.90988540649414,120.08000183105469,48.279998779296875,23.947999954223633,125.37000274658203,49.689998626708984,25.07699966430664,118.81999969482422,48.25,23.780000686645508,120.31999969482422,49.25,24.45800018310547,103599500,42145800,410178000
2022-02-04 00:00:00+00:00,123.5999984741211,44.86685562133789,24.280292510986328,123.5999984741211,48.0099983215332,24.319000244140625,124.95999908447266,48.2400016784668,24.635000228881836,118.58000183105469,47.130001068115234,23.631999969482422,120.33999633789062,47.86000061035156,23.972000122070312,86212000,32431500,354829000
2022-02-07 00:00:00+00:00,123.66999816894531,45.025726318359375,24.688644409179688,123.66999816894531,48.18000030517578,24.72800064086914,127.62999725341797,48.65999984741211,25.18199920654297,122.79000091552734,47.959999084472656,24.20199966430664,123.55999755859375,48.130001068115234,24.371999740600586,81672500,27558500,376868000
2022-02-08 00:00:00+00:00,128.22999572753906,45.61448669433594,25.068035125732422,128.22999572753906,48.810001373291016,25.107999801635742,128.7100067138672,48.939998626708984,25.229999542236328,122.05000305175781,47.900001525878906,23.979999542236328,122.37999725341797,47.97999954223633,24.358999252319336,84902800,28051200,410359000
2022-02-09 00:00:00+00:00,132.85000610351562,46.64247131347656,26.66249656677246,132.85000610351562,49.90999984741211,26.704999923706055,132.9600067138672,49.970001220703125,26.725000381469727,127.6500015258789,48.83000183105469,25.35300064086914,129.60000610351562,49.33000183105469,25.621999740600586,92948900,35217300,524282000
